index,authors,title,publish_date,description,main_story,url
2869,"['Samantha Craggs Is A Cbc News Reporter Based In Hamilton', 'Ont. She Has A Particular Interest In ...","There are 5 new confirmed cases of COVID-19 in Hamilton, and 32 in total",2020-03-23,"Five more people have tested positive for COVID-19 in Hamilton in the last 24 hours, for a total of ...","Five more people have tested positive for COVID-19 in Hamilton in the last 24 hours, for a total of ...",https://www.cbc.ca/news/canada/hamilton/hamilton-coronavirus-1.5507169
2870,[],4th COVID-19 patient dies in Manitoba,2020-04-10,"Manitoba has announced another death connected with COVID-19, bringing the province's total to four....",Manitoba's top doctor announced the province's fourth death related to COVID-19 on Friday — a Winnip...,https://www.cbc.ca/news/canada/manitoba/manitoba-covid-19-update-1.5529124
2871,"['Health Policy Analyst', 'Steven Lewis Is A Health Policy Consultant Formerly Based In Saskatchewan...",Making sense of the statistics in the middle of a pandemic,2020-03-31,"As spring hints at making its entrance, what should Saskatchewanians look for as signs that the prov...","As spring hints at making its entrance, what should Saskatchewanians look for as signs that the prov...",https://www.cbc.ca/news/canada/saskatchewan/analysis-steven-lewis-making-sense-of-numbers-1.5515584
2872,[],"Man, 40, dies from COVID-19 in Waterloo region, marking area's first death",2020-03-31,"A 40-year-old Waterloo region man who had COVID-19 has died, Region of Waterloo Public Health announ...","A 40-year-old man who had COVID-19 has died, Region of Waterloo Public Health announced Tuesday. The...",https://www.cbc.ca/news/canada/kitchener-waterloo/what-you-need-to-know-covid-19-waterloo-region-mar...
2873,[],HHS staff told to use masks and other PPE longer to conserve 'precarious' supply,2020-03-31,The city of Hamilton is also accepting donations of PPE to help frontline workers stay safe.,Hamilton Health Sciences (HHS) is extending the use of personal protective equipment in some section...,https://www.cbc.ca/news/canada/hamilton/ppe-hamilton-health-sciences-city-1.5516048
2874,['Cbc News'],"What you need to know about COVID-19 in B.C. on March 14, 2020",2020-03-14,"All gatherings of more than 250 people are now officially banned, by order of provincial health offi...","THE LATEST: Provincial health officer Dr. Bonnie Henry updated figures at noon, announcing nine new...",https://www.cbc.ca/news/canada/british-columbia/coronavirus-update-bc-what-you-need-to-know-1.549738...
2875,"['Reporter', ""Robson Fletcher'S Work For Cbc Calgary Focuses On Data"", 'Analysis', 'Investigative Jo...",Here are the latest COVID-19 statistics for Alberta — and what they mean,2020-03-30,"As the COVID-19 pandemic continues, there are so many numbers flying around, it's hard to keep track...",Note: Alberta Health was not able to provide full data updates on April 15 & 16 due to an electrical...,https://www.cbc.ca/news/canada/calgary/alberta-covid-19-data-statistics-numbers-cases-hospitalizatio...
2876,['Cbc News'],Man charged with trying to infect Edmonton transit workers with COVID-19,2020-04-06,"A 38-year-old man coughed on an Edmonton bus driver and transit peace officers, then said he had tes...",A 38-year-old man has been charged with attempting to infect Edmonton transit workers with COVID-19 ...,https://www.cbc.ca/news/canada/edmonton/edmonton-man-charged-under-public-health-act-coronavirus-1.5...
2877,['Thomson Reuters'],Handwritten lyrics for Beatles' song Hey Jude sell for $910K at auction,2020-04-11,"Artist Paul McCartney's handwritten lyrics to The Beatles' hit song Hey Jude sold for $910,000 US on...","Artist Paul McCartney's handwritten lyrics to The Beatles' hit song Hey Jude sold for $910,000 US on...",https://www.cbc.ca/news/entertainment/beatles-hey-jude-lyrics-auction-1.5529669
2878,[],Young cancer patient boosts spirits of Montreal Children's Hospital staff — one candy at a time,2020-04-29,"Without volunteers to lead some of the activities or offer respite to parents, the hospital's team o...","What do you do to pass the time when you're confined to your hospital room all day? Well, for Kayla ...",https://www.cbc.ca/news/canada/montreal/young-cancer-patients-montreal-children-s-1.5548545
2879,[],Drivers in Atlantic Canada could save $44M total as insurers offer pandemic discounts,2020-04-29,Some insurance companies are making good on an industry promise to give Nova Scotia drivers a break ...,Some insurance companies are making good on an industry promise to give Nova Scotia drivers a break ...,https://www.cbc.ca/news/canada/nova-scotia/insurance-companies-cut-rates-covid-19-1.5548294
2880,"['Cbc Reporter', 'Matthew Kupfer Has Been A Reporter', 'Producer At Cbc News Since He Can Be Reached...",Ottawa preps for first COVID-19 cases,2020-03-05,Health officials in Ottawa have been ramping up their efforts to track and contain potential cases o...,Health officials in Ottawa have been ramping up their efforts to track and contain potential cases o...,https://www.cbc.ca/news/canada/ottawa/ottawa-health-coronavirus-covid-19-preparation-1.5485150
2881,[],Respiratory therapists 'at the head of the bed' in virus fight,2020-04-06,Respiratory therapists have a vital role to play in the fight against COVID-19. The Ottawa Hospital ...,"Dave Swift calls himself The Ottawa Hospital's ""oldest new hire."" The 60-year-old respiratory therap...",https://www.cbc.ca/news/canada/ottawa/respiratory-therapists-covid-19-coronavirus-ottawa-1.5522755
2882,"['Andrew Lupton Is A B.C.-Born Journalist', 'Father Of Two', 'A North London Resident With A Passion...",How Ontario is giving their (woolen) hearts to comfort dying COVID-19 patients,2020-04-18,"Inspired by a campaign in the U.K., a London, Ont., nurse is calling for crochet artists and hobbyis...","Among the more devastating realities of the COVID-19 outbreak is that many of its victims die alone,...",https://www.cbc.ca/news/canada/london/how-ontario-knitters-are-giving-their-hearts-to-comfort-dying-...
2883,"['Andrew Lupton Is A B.C.-Born Journalist', 'Father Of Two', 'A North London Resident With A Passion...",How Ontario is giving their (woolen) hearts to comfort dying COVID-19 patients,2020-04-18,"Inspired by a campaign in the U.K., a London, Ont., nurse is calling for crochet artists and hobbyis...","Among the more devastating realities of the COVID-19 outbreak is that many of its victims die alone,...",https://www.cbc.ca/news/canada/london/how-ontario-is-giving-their-woolen-hearts-to-comfort-dying-cov...
2884,[],"Calgary restaurant, Airdrie gym ordered closed after staying open during pandemic",2020-04-14,"A Calgary restaurant and Airdrie gym have been ordered to immediately close by Alberta Health, after...","A Calgary restaurant and Airdrie gym have been ordered to immediately close by Alberta Health, after...",https://www.cbc.ca/news/canada/calgary/alberta-health-business-fines-1.5532401
2885,['The Canadian Press'],No additional screening at B.C.-Washington border after 9 deaths from COVID-19 in state: CBSA,2020-03-03,Provincial health officer Dr. Bonnie Henry says B.C. is monitoring the spread of the coronavirus in ...,Provincial health officer Dr. Bonnie Henry says B.C. is monitoring the spread of the coronavirus in ...,https://www.cbc.ca/news/canada/british-columbia/coronavirus-bc-washington-state-deaths-1.5483501
2886,[],N.B. COVID-19 roundup: Non-medical masks now recommended for citizens in public,2020-04-06,New Brunswick's chief medical officer of health now recommends citizens wear non-medical masks in pu...,New Brunswick's chief medical officer of health now recommends people wear non-medical masks in publ...,https://www.cbc.ca/news/canada/new-brunswick/coronavirus-covid-19-pandemic-1.5523058
2887,"['Provincial Affairs Reporter', 'Mike Crawley Is Provincial Affairs Reporter In Ontario For Cbc News...",40 dead from COVID-19 in Ontario nursing and retirement homes,2020-04-01,COVID-19 is responsible for the deaths of at least 40 residents in Ontario nursing and retirement ho...,At least 40 deaths of residents in Ontario nursing and retirement homes have been linked to COVID-19...,https://www.cbc.ca/news/canada/toronto/ontario-deaths-covid-19-long-term-care-nursing-homes-1.551680...
2888,[],TED 2020 to be postponed or held online amid coronavirus fears in Vancouver,2020-03-05,The annual TED conference in Vancouver will not go ahead as planned this April because of the COVID-...,The annual TED conference in Vancouver will not go ahead as planned this April because of the COVID-...,https://www.cbc.ca/news/canada/british-columbia/ted-2020-to-be-postponed-or-held-online-amid-coronav...
2889,[],"Calgary restaurant, Airdrie gym ordered closed after staying open during pandemic",2020-04-14,"A Calgary restaurant and Airdrie gym have been ordered to immediately close by Alberta Health, after...","A Calgary restaurant and Airdrie gym have been ordered to immediately close by Alberta Health, after...",https://www.cbc.ca/news/canada/calgary/alberta-health-business-fines-1.5532401
2890,[],Village Feast in Souris won't be served due to COVID-19,2020-04-29,A summer highlight in Kings County that has raised funds for local and global projects for the past ...,A summer highlight in Kings County that has raised funds for local and global projects for the past ...,https://www.cbc.ca/news/canada/prince-edward-island/pei-village-feast-kings-county-1.5549848
2891,['The Canadian Press'],No additional screening at B.C.-Washington border after 9 deaths from COVID-19 in state: CBSA,2020-03-03,Provincial health officer Dr. Bonnie Henry says B.C. is monitoring the spread of the coronavirus in ...,Provincial health officer Dr. Bonnie Henry says B.C. is monitoring the spread of the coronavirus in ...,https://www.cbc.ca/news/canada/british-columbia/coronavirus-bc-washington-state-deaths-1.5483501
2892,"['Andrew Lupton Is A B.C.-Born Journalist', 'Father Of Two', 'A North London Resident With A Passion...",How Ontario is giving their (woolen) hearts to comfort dying COVID-19 patients,2020-04-18,"Inspired by a campaign in the U.K., a London, Ont., nurse is calling for crochet artists and hobbyis...","Among the more devastating realities of the COVID-19 outbreak is that many of its victims die alone,...",https://www.cbc.ca/news/canada/london/how-ontario-is-giving-their-woolen-hearts-to-comfort-dying-cov...
2893,"['Andrew Lupton Is A B.C.-Born Journalist', 'Father Of Two', 'A North London Resident With A Passion...",How Ontario is giving their (woolen) hearts to comfort dying COVID-19 patients,2020-04-18,"Inspired by a campaign in the U.K., a London, Ont., nurse is calling for crochet artists and hobbyis...","Among the more devastating realities of the COVID-19 outbreak is that many of its victims die alone,...",https://www.cbc.ca/news/canada/london/how-ontario-knitters-are-giving-their-hearts-to-comfort-dying-...
2894,"['Jonathan Montpetit Is A Journalist With Cbc Montreal.', 'Follow Him On Twitter']","Why ending Quebec's COVID-19 lockdown could mean freedom for some, but not all",2020-04-23,"As Quebec prepares to enter Phase 2 of the pandemic, Premier François Legault faces an ethical dilem...",Quebec Premier François Legault assured the province this week that planning is underway to phase ou...,https://www.cbc.ca/news/canada/montreal/ethical-dilemma-as-quebec-eases-covid-19-lockdown-1.5540549
2895,['The Canadian Press'],Calls to distress lines climb amid increased anxiety over COVID-19,2020-03-16,Crisis lines and mental health professionals are seeing a jump in calls as Canadians come to grips w...,Crisis lines and mental health professionals are seeing a jump in calls as Canadians come to grips w...,https://www.cbc.ca/news/health/covid-19-distress-lines-1.5499512
2896,[],Calgary grocery store worker tests positive for COVID-19,2020-04-15,Two grocery store employees in the Calgary area have tested positive for COVID-19 in as many days.,A grocery store in the city has announced that one of its employees has tested positive for COVID-19...,https://www.cbc.ca/news/canada/calgary/okotoks-mckenzie-towne-grocery-stores-1.5532975
2897,['Cbc News'],"N.L. records first COVID-19 death, as 13 new cases bring total to 148",2020-03-30,"A man has died due to COVID-19, three days after being hospitalized.","Newfoundland and Labrador has 13 new positive cases of COVID-19 in the last 24 hours, officials said...",https://www.cbc.ca/news/canada/newfoundland-labrador/covid19-update-newfoundland-labrador-janice-fit...
2898,[],Canada's prison system suspends visits to prevent COVID-19 behind bars,2020-03-14,Canada's prison system has suspended all visits to inmates from the public in a move to prevent a po...,Canada's prison system has suspended all visits to inmates from the public in a move to prevent a po...,https://www.cbc.ca/news/politics/correctional-service-canada-covid19-coronavirus-1.5497551
2899,[],"Fear of COVID-19 mounts among home-care clients, as province tries to reassure",2020-03-27,Some of the province's most vulnerable people have started cancelling home-care visits because they'...,Some seniors and people with disabilities are worried the very people who help them to continue livi...,https://www.cbc.ca/news/canada/nova-scotia/covid-19-disabilities-seniors-home-care-1.5511103
2900,[],"Some Vancouver stores not accepting cash, and that's a problem for low-income people, councillor say...",2020-04-06,"Coun. Jean Swanson said many low-income people don’t have bank accounts, debit cards or credit cards...",A Vancouver city councillor says she's hearing some stores are not accepting cash over COVID-19 fear...,https://www.cbc.ca/news/canada/british-columbia/coronavirus-covid-19-bc-shopping-1.5521572
2901,[],"COVID-19 in Quebec: Province surpasses 3,000 cases, but Legault says health-care system is holding s...",2020-03-30,"Premier François Legault says the province now has 3,430 confirmed cases and 25 deaths attributable ...","Quebec has 3,430 confirmed cases and 25 deaths attributable to COVID-19. There are 235 people in ho...",https://www.cbc.ca/news/canada/montreal/covid-19-quebec-march-30-1.5514502
2902,[],"Broadway, Disneyland shut down due to COVID-19 as Hollywood clears release calendar",2020-03-12,The entertainment industry is facing a shutdown in the coming weeks due to COVID-19.,Shutdowns in the entertainment industry from coronavirus fears are leading to the closures of major ...,https://www.cbc.ca/news/entertainment/coronavirus-covid19-broadway-disney-hollywood-1.5495587
2903,"[""Anand Ram Is A Producer For Cbc Television'S The National. He Has Previously Written For Financial...","How to (tactfully) discourage spread of false pandemic information in chats, email",2020-04-19,Understanding emotion and sentiment as society responds to the COVID-19 virus is the key to stopping...,It can be the bane of family group chats and email chains. Though not wholly unique to the era of CO...,https://www.cbc.ca/news/canada/covid-19-misinformation-rumour-1.5532302
2904,"['Cbc Reporter', 'Matthew Kupfer Has Been A Reporter', 'Producer At Cbc News Since He Can Be Reached...",Ottawa preps for first COVID-19 cases,2020-03-05,Health officials in Ottawa have been ramping up their efforts to track and contain potential cases o...,Health officials in Ottawa have been ramping up their efforts to track and contain potential cases o...,https://www.cbc.ca/news/canada/ottawa/ottawa-health-coronavirus-covid-19-preparation-1.5485150
2905,['Cbc News'],Sunday Scrum: Ramping up the response to COVID-19,2020-03-29,CBC News Network's Sunday Scrum panel is your destination for frank discussion and analysis of the w...,CBC News Network's Sunday Scrum panel is your destination for frank discussion and analysis of the w...,https://www.cbc.ca/news/politics/sunday-scrum-videos-march-29-1.5514364
2906,['The Canadian Press'],B.C. provincial courts move from essential services to COVID recovery plan,2020-04-29,Provincial courts in British Columbia are moving to a recovery plan after hearing only urgent matter...,Provincial courts in British Columbia are moving to a recovery plan after hearing only urgent matter...,https://www.cbc.ca/news/canada/british-columbia/bc-provincial-courts-covid-recovery-plan-1.5548954
2907,[],Can my landlord charge interest on late rent? Your COVID-19 questions answered,2020-04-01,We're breaking down what you need to know about the pandemic. Send your questions to covid@cbc.ca an...,We're breaking down what you need to know about the pandemic. Send your questions to covid@cbc.ca an...,https://www.cbc.ca/news/covid-questions-landlord-rent-1.5516759
2908,[],"9 residents have died from COVID-19 at Kitchener long-term care home, 98 residents test positive",2020-04-19,"Nine people who lived at Forest Heights Revera in Kitchener have died from COVID-19, new numbers rel...",Two more people have died from COVID-19 in Waterloo region and both were residents of the Forest Hei...,https://www.cbc.ca/news/canada/kitchener-waterloo/what-you-need-to-know-covid-19-waterloo-region-apr...
2909,['Thomson Reuters'],Handwritten lyrics for Beatles' song Hey Jude sell for $910K at auction,2020-04-11,"Artist Paul McCartney's handwritten lyrics to The Beatles' hit song Hey Jude sold for $910,000 US on...","Artist Paul McCartney's handwritten lyrics to The Beatles' hit song Hey Jude sold for $910,000 US on...",https://www.cbc.ca/news/entertainment/beatles-hey-jude-lyrics-auction-1.5529669
2910,[],"Calgary organizations staring down $376M shortfall due to COVID-19, document says",2020-04-05,Local non-profits and city-owned organizations are likely to face enormous financial challenges in t...,Local non-profits and city-owned organizations are likely to face enormous financial challenges in t...,https://www.cbc.ca/news/canada/calgary/naheed-nenshi-covid-19-calgary-coronavirus-funding-1.5522596
2911,['Alexander Panetta Is A Washington-Based Correspondent For Cbc News Who Has Covered American Politi...,"Pandemic, an economic meltdown, now a 3rd crisis: China-U.S. tensions",2020-04-16,The world's two biggest powers are growing increasingly hostile and it's worsened with COVID-19. The...,"First came the deadly pandemic, then the economic meltdown, and now a third international crisis loo...",https://www.cbc.ca/news/world/china-us-tension-1.5533509
2912,[],"Tap into Manitoba's scientific community for help during pandemic, scientist says",2020-03-28,A microbiology expert says more can be done to address the backlog in novel coronavirus testing in M...,An emerging diseases expert says more can be done to address the backlog in novel coronavirus testin...,https://www.cbc.ca/news/canada/manitoba/manitoba-scientific-community-pandemic-covid-19-1.5512504
2913,[],Moncton offers funds for new 10-bed hospice,2020-04-27,Moncton councillors offered financial support to plans for a new 10-bed residential hospice expected...,Moncton councillors offered financial support to plans for a new 10-bed residential hospice expected...,https://www.cbc.ca/news/canada/new-brunswick/moncton-hospice-council-1.5546768
2914,"['Adam Carter Is A Newfoundlander Who Now Calls Toronto Home. He Enjoys A Good Story', 'Playing Loud...",How Canada plans to open up: Provinces outlining plans to ease COVID-19 restrictions,2020-04-27,Weeks of strict physical distancing measures amid the COVID-19 pandemic have caused normal life in C...,Weeks of strict physical distancing measures amid the COVID-19 pandemic have caused normal life in C...,https://www.cbc.ca/news/canada/toronto/canada-covid19-opening-up-1.5546665
2915,[],"Tap into Manitoba's scientific community for help during pandemic, scientist says",2020-03-28,A microbiology expert says more can be done to address the backlog in novel coronavirus testing in M...,An emerging diseases expert says more can be done to address the backlog in novel coronavirus testin...,https://www.cbc.ca/news/canada/manitoba/manitoba-scientific-community-pandemic-covid-19-1.5512504
2916,['The Canadian Press'],Calls to distress lines climb amid increased anxiety over COVID-19,2020-03-16,Crisis lines and mental health professionals are seeing a jump in calls as Canadians come to grips w...,Crisis lines and mental health professionals are seeing a jump in calls as Canadians come to grips w...,https://www.cbc.ca/news/health/covid-19-distress-lines-1.5499512
2917,[],N.W.T. small businesses wonder if they'll survive 'tough year' ahead caused by COVID-19,2020-04-06,"There are still only a few confirmed cases of COVID-19 in the Northwest Territories, but the coronav...",Mike Riling wants to hear the hiss of his welding torch. He wants to see orange flame cut through st...,https://www.cbc.ca/news/canada/north/covid-19-business-impact-nwt-economy-1.5521490
2918,"['Nicholas Frew Is An Online Reporter Based In Winnipeg. Hailing Newfoundland', 'Frew Moved To Halif...","1 new case of COVID-19 in Manitoba, public health officials say",2020-03-24,"There is one new case of COVID-19 in the province of Manitoba, chief public health officer Dr. Brent...","There is one new case of COVID-19 in Manitoba, chief provincial public health officer Dr. Brent Rous...",https://www.cbc.ca/news/canada/manitoba/covid-19-manitoba-daily-update-1.5507859
2919,['The Associated Press'],Governor closes all Michigan schools amid COVID-19 scare,2020-03-13,The announcement made during a late-night news conference came as officials said 10 more Coronavirus...,"Michigan Gov. Gretchen Whitmer announced Thursday that, effective Monday, all of Michigan's public a...",https://www.cbc.ca/news/canada/windsor/michigan-governor-closes-all-schools-covid-19-1.5496292
2920,[],"B.C. reports no new deaths from COVID-19 as confirmed cases climb to 1,618",2020-04-17,"No new deaths from COVID-19 have been reported in B.C. in the last 24 hours, but 43 new cases have b...","No new deaths from COVID-19 have been reported in B.C. in the last 24 hours, but 43 new cases have b...",https://www.cbc.ca/news/canada/british-columbia/b-c-reports-no-new-deaths-from-covid-19-as-confirmed...
2921,['Cbc News'],Get informed on the top stories of the day in one quick scan,2020-03-16,"In today's Morning Brief, we look at some of the things Canadians are doing to help each out during ...",Good morning! This is our daily news roundup with everything you need to know in one concise read. S...,https://www.cbc.ca/news/morning-brief-march-16-2020-1.5498832
2922,[],"Tap into Manitoba's scientific community for help during pandemic, scientist says",2020-03-28,A microbiology expert says more can be done to address the backlog in novel coronavirus testing in M...,An emerging diseases expert says more can be done to address the backlog in novel coronavirus testin...,https://www.cbc.ca/news/canada/manitoba/manitoba-scientific-community-pandemic-covid-19-1.5512504
2923,[],N.W.T. small businesses wonder if they'll survive 'tough year' ahead caused by COVID-19,2020-04-06,"There are still only a few confirmed cases of COVID-19 in the Northwest Territories, but the coronav...",Mike Riling wants to hear the hiss of his welding torch. He wants to see orange flame cut through st...,https://www.cbc.ca/news/canada/north/covid-19-business-impact-nwt-economy-1.5521490
2924,[],P.E.I. to remain closed to non-residents as COVID-19 restrictions eased,2020-04-30,"This summer, hotels and beaches on P.E.I. will remain quiet and empty, thanks to the province's COVI...","Every summer, Cavendish, P.E.I., transforms from a sleepy seaside village of just 300 residents into...",https://www.cbc.ca/news/canada/prince-edward-island/pei-covid-19-restrictions-non-residents-1.555042...
2925,['Cbc News'],Sunday Scrum: Ramping up the response to COVID-19,2020-03-29,CBC News Network's Sunday Scrum panel is your destination for frank discussion and analysis of the w...,CBC News Network's Sunday Scrum panel is your destination for frank discussion and analysis of the w...,https://www.cbc.ca/news/politics/sunday-scrum-videos-march-29-1.5514364
2926,['Cbc News'],Muslim groups urge mosques to suspend Friday prayer services amid coronavirus fears,2020-03-13,"In a joint statement issued Thursday evening, the Canadian Council of Imams and the Muslim Medical A...",Coronavirus fears have prompted two national Islamic groups to urge mosques around the country to ca...,https://www.cbc.ca/news/canada/toronto/coronavirus-mosques-muslims-canada-friday-prayers-1.5496350
2927,[],Trudeau announces $1.1B scientific strategy to fight COVID-19,2020-04-23,Prime Minister Justin Trudeau announced Thursday a $1.1 billion strategy for medical research to fig...,Prime Minister Justin Trudeau has announced a $1.1 billion strategy for medical research to fight CO...,https://www.cbc.ca/news/politics/trudeau-science-1.5542294
2928,[],"COVID-19 in Sask: Rosthern doctor tests positive, total number of cases jumps to 44",2020-03-21,"Dr. Jesse Melle, who works at the Rosthern Medical Clinic, recently posted on the clinic’s official ...","COVID-19 in Sask: Premier threatens international travellers who don't self-isolate with arrest, fi...",https://www.cbc.ca/news/canada/saskatoon/saskatchewan-coronavirus-1.5505587
2929,['Cbc News'],Worker at 7-Eleven in Shawnessy tests positive for COVID-19,2020-04-25,An employee at a 7-Eleven in southwest Calgary has tested positive for COVID-19.,An employee at a 7-Eleven in southwest Calgary has tested positive for COVID-19. Any customers who v...,https://www.cbc.ca/news/canada/calgary/7-eleven-covid-1.5545365
2930,['Franca G. Mignacca Is A Journalist At Cbc Montreal.'],"With maternity ward off-limits to partners, a mother-to-be struggles with fear and uncertainty",2020-04-05,The health agency that oversees Montreal's Jewish General Hospital has banned all guests from attend...,Maria Papaioannou is only days away from giving birth to her first child. Her pregnancy is considere...,https://www.cbc.ca/news/canada/montreal/jgh-maternity-coronavirus-rule-1.5522380
2931,[],"Broadway, Disneyland shut down due to COVID-19 as Hollywood clears release calendar",2020-03-12,The entertainment industry is facing a shutdown in the coming weeks due to COVID-19.,Shutdowns in the entertainment industry from coronavirus fears are leading to the closures of major ...,https://www.cbc.ca/news/entertainment/coronavirus-covid19-broadway-disney-hollywood-1.5495587
2932,[],"4 new cases of COVID-19 confirmed in Hamilton, 1 new case in Burlington",2020-03-14,Hamilton Public Health still doesn’t know if the baby’s parents are infected — and it don’t know if ...,Five new cases of COVID-19 cases have been confirmed in the Hamilton area as of Saturday evening. Fo...,https://www.cbc.ca/news/canada/hamilton/covid-19-halton-hamilton-1.5498096
2933,[],When will children be back in school? Your COVID-19 questions answered,2020-03-31,We're answering questions about the pandemic. Send yours to covid@cbc.ca and we’ll answer as many as...,We're breaking down what you need to know about the pandemic by answering your questions. Send yours...,https://www.cbc.ca/news/children-school-covid-daily-faq-1.5515400
2934,"['Jonathan Montpetit Is A Journalist With Cbc Montreal.', 'Follow Him On Twitter']","Quebec extends halt on non-essential activity to May 4, province approaches 8,000 cases",2020-04-05,"Non-essential economic activity in Quebec will remain on hold longer than originally planned, Premie...","Quebec has 7,944 cases and 94 deaths attributable to COVID-19. There are 525 people in hospital, in...",https://www.cbc.ca/news/canada/montreal/covid-19-quebec-coronavirus-april-5-1.5522465
2935,[],"Fear of COVID-19 mounts among home-care clients, as province tries to reassure",2020-03-27,Some of the province's most vulnerable people have started cancelling home-care visits because they'...,Some seniors and people with disabilities are worried the very people who help them to continue livi...,https://www.cbc.ca/news/canada/nova-scotia/covid-19-disabilities-seniors-home-care-1.5511103
2936,['Cbc News'],"Ontario confirms 43 new COVID-19 cases, bringing provincial total to 146",2020-03-15,"Ontario announced 43 new confirmed cases of COVID-19 on Sunday morning, bringing the provincial tota...","Ontario announced 43 new confirmed cases of COVID-19 on Sunday morning, bringing the provincial tota...",https://www.cbc.ca/news/canada/toronto/ontario-new-covid-19-cases-total-sunday-1.5498410
2937,"['Reporter Associate Producer', 'Emily Pasiuk Is A Reporter For Cbc Saskatchewan', ""An Associate Pro...",Religious organizations continue to innovate amid COVID-19 pandemic,2020-04-05,"As the world settles into a new normal, religious institutions in Saskatoon are finding ways to brin...","As the world settles into a new normal, religious institutions in Saskatoon are finding ways to brin...",https://www.cbc.ca/news/canada/saskatchewan/covid-19-coronavirus-religious-institutions-saskatoon-1....
2938,"['Video Journalist', ""Colin Butler Is A Veteran Cbc Reporter Who'S Worked In Moncton"", 'Saint John',...",People who live in Ontario's 'cottage country' want big city dwellers to stay home,2020-04-05,Even though travel is supposed to have come to a screeching halt to stop the spread of the coronavir...,Even though travel is supposed to have come to a screeching halt to stop the spread of the coronavir...,https://www.cbc.ca/news/canada/london/ontario-coronavirus-covid19-cottage-isolate-day-trip-1.5521187
2939,['Cbc News'],"Seniors ring bells, sing O Canada to stay in touch while physically distanced during COVID-19 pandem...",2020-04-19,"Every Sunday, dozens of people go onto their balconies or stand at a distance in the courtyard at L'...",People at a St. Boniface retirement home have found a way to keep each other's spirits high while th...,https://www.cbc.ca/news/canada/manitoba/accueil-colombien-covid-19-1.5537854
2940,"['Parliamentary Bureau', 'John Paul', 'J.P.', ""Tasker Is A Reporter In The Cbc'S Parliamentary Burea...",Canada preparing makeshift hospitals to house patients as COVID-19 pandemic stretches capacity,2020-03-29,Countries in Europe and states like New York have commandeered vast spaces normally reserved for con...,Countries in Europe and states like New York have commandeered vast spaces normally reserved for con...,https://www.cbc.ca/news/politics/covid-19-makeshift-hospitals-1.5513846
2941,['The Canadian Press'],"Minimal hit to economic growth from rail blockades, PBO says in new report",2020-03-13,Parliament's spending watchdog says a series of rail blockades last month will leave a minimal dent ...,Parliament's spending watchdog says a series of rail blockades last month will leave a minimal dent ...,https://www.cbc.ca/news/politics/rail-blockades-economic-impact-1.5497236
2942,[],Clergy of St. John's Archdiocese no longer presiding at public funerals,2020-03-27,Archbishop Peter Hundt sent a letter on Monday to the Archdiocese of St. John’s outlining the new di...,"There are changes to how some Roman Catholic funeral services are now taking place, in light of the ...",https://www.cbc.ca/news/canada/newfoundland-labrador/st-johns-archdiocese-covid-funerals-1.5511478
2943,[],Hockey-stick haircut raises COVID-19 safety bar,2020-04-27,A Calgary comedian can now add hockey-stick barber to his resumé after successfully giving his fathe...,A Calgary comedian can now add hockey-stick barber to his resumé after successfully giving his fathe...,https://www.cbc.ca/news/canada/calgary/hockey-stick-haircut-1.5547031
2944,"['Investigative Reporter', 'Jennie Russell Is A Reporter With Cbc Investigates', 'The Award-Winning ...",We're in uncharted waters': Doctors adjust as virtual appointments become the new norm,2020-04-14,"The COVID-19 pandemic has forced Alberta doctors to rapidly reshape their practices, treating patien...","Until a little more than a month ago, Edmonton family physician Dr. Krystle Kay-Pfau assessed only a...",https://www.cbc.ca/news/canada/edmonton/we-re-in-uncharted-waters-doctors-adjust-as-virtual-appointm...
2945,['Nicola Macleod Is A Reporter With Cbc In P.E.I.'],Who will be tested for COVID-19 on P.E.I. under expanded criteria?,2020-04-23,"P.E.I. now has the capacity to do up to 2,000 COVID-19 tests a week, says Dr. Heather Morrison.","P.E.I. now has the capacity to do up to 2,000 COVID-19 tests a week, says Dr. Heather Morrison. The ...",https://www.cbc.ca/news/canada/prince-edward-island/pei-expanded-testing-criteria-covid19-1.5542582
2946,"['Parliamentary Bureau', 'John Paul', 'J.P.', ""Tasker Is A Reporter In The Cbc'S Parliamentary Burea...",Canada preparing makeshift hospitals to house patients as COVID-19 pandemic stretches capacity,2020-03-29,Countries in Europe and states like New York have commandeered vast spaces normally reserved for con...,Countries in Europe and states like New York have commandeered vast spaces normally reserved for con...,https://www.cbc.ca/news/politics/covid-19-makeshift-hospitals-1.5513846
2947,['Kate Letterick Is A Reporter With Cbc New Brunswick.'],UNB mathematics professor uses his expertise to track COVID-19,2020-04-06,"A UNB mathematics professor is working to help predict how and when COVID-19 will strike, and who is...",A University of New Brunswick mathematics professor is part of an international team of experts tryi...,https://www.cbc.ca/news/canada/new-brunswick/unb-mathematics-track-coronavirus-1.5521144
2948,[],"COVID-19 in Sask: Who gets a ventilator? In 'hypothetical' worst-case scenario, age might decide",2020-04-03,The Saskatchewan Health Authority has offered an early glimpse at some of the factors health care te...,"Saskatchewan reported 14 new cases of COVID-19 Friday, bringing its total to 220. Forty-eight peopl...",https://www.cbc.ca/news/canada/saskatoon/saskatchewan-coronavirus-ventilator-1.5520535
